,url-info,memento-datetime,tweet-url,memento-url,tweet-content
80,"com,twitter)/an_cabraal/status/1324684826033573888",20201106120752,https://twitter.com/an_cabraal/status/1324684826033573888,https://web.archive.org/web/20201106120752/https://twitter.com/an_cabraal/status/1324684826033573888,"Deficiencies built up in Debt, Deficits & Reserves in last 5 years being decisively addressed by #GovSL. Positive results already seen. Time analysts noted these. @CBSL @IMFNews #EconomicRecoveryPlan #lka"
83,"com,twitter)/an_cabraal/status/1324956732964081665",20201107060808,https://twitter.com/an_cabraal/status/1324956732964081665,https://web.archive.org/web/20201107060808/https://twitter.com/an_cabraal/status/1324956732964081665,"Contrary to adverse expectations, Central Govt Debt will be well below 100% of #GDP in 2020: with our integrated #Debt Management plan, we hope to reduce it to 70% by 2025 @CBSL @IMFNews @FitchRatings @MoodysInvSvc #lka #EconomicRecoveryPlan"
84,"com,twitter)/an_cabraal/status/1324956732964081665",20210501223115,https://twitter.com/an_cabraal/status/1324956732964081665,https://web.archive.org/web/20210501223115/https://twitter.com/an_cabraal/status/1324956732964081665,"Contrary to adverse expectations, Central Govt Debt will be well below 100% of #GDP in 2020: with our integrated #Debt Management plan, we hope to reduce it to 70% by 2025 @CBSL @IMFNews @FitchRatings @MoodysInvSvc #lka #EconomicRecoveryPlan Here we go again!!! Why don't we start with reporting the GDP data for Q2??? Yes pls , the government must reveal Sri Lanka will never fall, until we have wonderful leaders like You, Proud to be Sri Lankan, we also do our bit to make Sri Lanka wonder of Asia,,,, we ll participate in the economy at our fullest while obeying health guidelines ,,,  නන්දසේන #සfail Dear Sri Lankans.....
Obey Health guidelines
Work Hard
Work Efficiently
Work Effectively
Be Creative  
Reuse (specially things that we Import)
Buy Made in Sri Lanka
& Invest
If every one of us can practice these we are better than Singapore by 2025,,  GDP is the number given to the value of manufacture. 

Ahem...

 In this age of media reality the good minister might be banking on an entirely new source of value.

 The value of manufacturing the GDP number.  Unless, CBSL is wrong our liquid reserves are USD 5.1 billion. Another  1.1 billion needs to be paid within 30 days.  Within 12 months it is USD 4.5 billion. This all in US dollars. You cannot inflate that or print that.  That is not going to go away. That is the reality. Yes, you can do it.. You can see a sunshine even inside a deep mine..  @GotabayaR @PresRajapaksa @SecPompeo 
Please work on to allow @PayPal business accounts (Merchant) in Sri Lanka. There are lot of people in here willing to enter the international market, however it is impossible due to above issue. Among them most are the younger generation. Ecommerce sector is growing in SL gradually and ready to run with the global markets. Lot of traditional product manufacturers are now arising with the current government policies."
112,"com,twitter)/an_cabraal/status/1328325543511560195",20201116132147,https://twitter.com/an_cabraal/status/1328325543511560195,https://web.archive.org/web/20201116132147/https://twitter.com/an_cabraal/status/1328325543511560195,Pleased to note that the latest SLDB offer of $75 M was over subscribed by over 15% enabling the @CBSL to issue $87 M. another indication of the rising levels of #investor confidence. @FT_SriLanka @Dailymirror_SL @IMFNews @FitchRatings @MoodysInvSvc #lka #economicrecoveryplanpic.twitter.com/nHfIkIhY99
154,"com,twitter)/an_cabraal/status/1342722109714300930",20201226064123,https://twitter.com/an_cabraal/status/1342722109714300930,https://web.archive.org/web/20201226064123/https://twitter.com/an_cabraal/status/1342722109714300930,"According to @WHO verified data, Sri Lanka's ratio of number of #COVID19 deaths to cases is 0.5%. In #USA it's 3.0%, #UK 3.1%, #Canada 2.8%, #Italy 3.5%, and #India 1.0%. @SecAzar @HHSGov @UKParliament @Canada @WorldBank @IMFNews @UN @Dailymirror_SL @FT_SriLanka #COVID19LK"
155,"com,twitter)/an_cabraal/status/1342765661567770624",20201226093441,https://twitter.com/an_cabraal/status/1342765661567770624,https://web.archive.org/web/20201226093441/https://twitter.com/an_cabraal/status/1342765661567770624,Good to see Investor sentiment improving even in the midst of the #COVID19 situation! @CSE_Media @CBSL @IMFNews @WorldBank #lka #economicrecoveryplan #Christmashttp://www.ft.lk/front-page/Christmas-cheer-as-CSE-soars-to-41-month-high/44-710695 …
158,"com,twitter)/an_cabraal/status/1346737245215105024",20210106083605,https://twitter.com/an_cabraal/status/1346737245215105024,https://web.archive.org/web/20210106083605/https://twitter.com/an_cabraal/status/1346737245215105024,Happy to see @CSE_Media pass ASPI 7000 mark again. The last time it was 7000 was pre 2015. This is a reflection of the #investors' acceptence of our Govt's policies. Business #confidence is high despite ill-advised #rating actions @CBSL @FitchRatings @IMFNews @MoodysInvSvc #lka
159,"com,twitter)/an_cabraal/status/1346750863939780608",20210106093011,https://twitter.com/an_cabraal/status/1346750863939780608,https://web.archive.org/web/20210106093011/https://twitter.com/an_cabraal/status/1346750863939780608,Happy to see @CSE_Media pass ASPI 7000 mark again. The last time it was 7000 was pre 2015. This is a reflection of the #investors' acceptence of our Govt's policies. Business #confidence is high despite ill-advised #rating actions @CBSL @FitchRatings @IMFNews @MoodysInvSvc #lka pic.twitter.com/LfoqytCdKa
236,"com,twitter)/an_cabraal/status/1370322094727204871",20210312103354,https://twitter.com/an_cabraal/status/1370322094727204871,https://web.archive.org/web/20210312103354/https://twitter.com/an_cabraal/status/1370322094727204871,"Request for #COVID19 assistance was made by the Govt from the @IMFNews early last year at the time the Covid Pandemic started. But the @IMFNews was dragging its feet in providing that facility 1/2 However, the #Government managed to effectively provide the necessary relief and support to the Sri Lankan people as well as maintain a framework of sound macro fundamentals even WITHOUT such #financial support from the @IMFNews @CBSL #SriLanka #GoSL"
237,"com,twitter)/an_cabraal/status/1370322094727204871",20210705164543,https://twitter.com/an_cabraal/status/1370322094727204871,https://web.archive.org/web/20210705164543/https://twitter.com/an_cabraal/status/1370322094727204871,"Request for #COVID19 assistance was made by the Govt from the @IMFNews early last year at the time the Covid Pandemic started. But the @IMFNews was dragging its feet in providing that facility 1/2 However, the #Government managed to effectively provide the necessary relief and support to the Sri Lankan people as well as maintain a framework of sound macro fundamentals even WITHOUT such #financial support from the @IMFNews @CBSL #SriLanka #GoSL Dont forget, you work for ALL the people in this country. Not a few. You and your “Sir” make decisions that affect over 21M people, but you don’t make those decisions with them and their futures in mind. I’m sure whatever “solutions” you come up with, won’t ever be good for us. IMF did not drag it's feet. It was SL which dragged it feet. IMF has higher goals unlike SL. So pls do not confuse people, or try to. All these swaps will eventually have to be paid off/settled soon. There is nothing free. SL was given certain terms N conditions by IMF to adhere. Regardless of the merits of @IMFNews, grapes can sometimes be sour, no?"
